strategy,symbol,market_type,from,to,quantity,fee_rate,cooldown_seconds,close_mode,it_breakout_n,it_cooldown_bars,it_sep_gate,it_sl_atr,it_trend_ema,rows_total,rows_sqlite,rows_api,missing_ranges,candles_fed,warmup_candles,signal_count,entry_signal_count,trade_count,net_pnl,gross_profit,gross_loss,total_fees,return_pct,win_rate,profit_factor,max_drawdown_pct,exit_code,error
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.3,3.5,200,19589,19589,0,0,19589,319,59,59,59,-22.37160600000016,1.6991354000000234,-24.070741400000184,18.594806,0.0,0.1016949152542373,0.07058924242358444,23849.050955418585,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,3.5,200,19589,19589,0,0,19589,319,56,56,56,-21.422333400000163,0.5290942000000292,-21.951427600000194,17.648533399999998,0.0,0.10714285714285714,0.024102951736953294,22841.3305732528,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,3.5,200,19589,19589,0,0,19589,319,53,53,53,-21.056291199999976,0.34573060000004074,-21.402021800000014,16.6682912,0.0,0.07547169811320754,0.016154109328121537,22452.750743103905,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.3,3.5,200,19589,19589,0,0,19589,319,56,56,56,-21.149707800000066,1.6991354000000234,-22.84884320000009,17.651507799999994,0.0,0.10714285714285714,0.07436417612599384,22551.919108284488,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.5,3.5,200,19589,19589,0,0,19589,319,56,56,56,-20.665404200000108,0.6298258000000466,-21.295230000000153,17.649604199999995,0.0,0.125,0.02957590972250791,22037.796390662355,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.15,3.5,400,19589,19589,0,0,19589,531,56,56,56,-22.02151000000011,0.4559870000000407,-22.477497000000152,17.615509999999993,0.0,0.08928571428571429,0.02028637797171267,29778.58490565587,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.3,3.5,400,19589,19589,0,0,19589,531,58,58,58,-20.342404400000188,1.8093918000000233,-22.151796200000213,18.283604399999994,0.0,0.1206896551724138,0.08168149362082006,27515.639353095678,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,3.5,400,19589,19589,0,0,19589,531,56,56,56,-19.140397600000163,1.2895320000000408,-20.429929600000204,17.6435976,0.0,0.16071428571428573,0.06311974760794221,25895.68409703121,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,3.5,400,19589,19589,0,0,19589,531,56,56,56,-20.88757200000007,0.4559870000000407,-21.343559000000106,17.616371999999995,0.0,0.08928571428571429,0.021364150186950474,28250.366576815082,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.3,3.5,400,19589,19589,0,0,19589,531,59,59,59,-20.005995000000123,2.005829800000035,-22.01182480000016,18.597794999999994,0.0,0.13559322033898305,0.091125102903782,27062.257412394854,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.5,3.5,400,19589,19589,0,0,19589,531,56,56,56,-18.989731400000128,1.2911336000000464,-20.280865000000176,17.643531399999997,0.0,0.16071428571428573,0.06366264949744674,25692.629919133622,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.15,5,200,19589,19589,0,0,19589,270,46,46,46,-20.895918600000076,0.18558380000001748,-21.081502400000097,14.478118599999998,0.0,0.06521739130434782,0.008803158165805897,0.0,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.3,5,200,19589,19589,0,0,19589,319,48,48,48,-20.66514340000006,1.6267008000000176,-22.29184420000008,15.132143399999999,0.0,0.10416666666666667,0.07297291266731586,22037.519532912836,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,5,200,19589,19589,0,0,19589,319,47,47,47,-20.866949600000154,0.3576066000000059,-21.22455620000016,14.810949599999999,0.0,0.0851063829787234,0.01684871978618819,22251.75116773251,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,5,200,19589,19589,0,0,19589,319,45,45,45,-20.25023800000001,0.24632300000003496,-20.49656100000005,14.152638,0.0,0.06666666666666667,0.012017772152120269,21597.067940556015,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.3,5,200,19589,19589,0,0,19589,319,48,48,48,-20.00060920000003,1.7512666000000177,-21.751875800000047,15.130609199999999,0.0,0.125,0.08051106102766613,21332.069214441337,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.5,5,200,19589,19589,0,0,19589,319,47,47,47,-20.0658688000001,0.45833820000002334,-20.524207000000125,14.812268799999998,0.0,0.10638297872340426,0.022331591179138886,21401.346921447795,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.15,5,400,19589,19589,0,0,19589,531,46,46,46,-19.509105200000104,0.41124840000000007,-19.920353600000105,14.476305199999995,0.0,0.08695652173913043,0.020644633537027068,26392.59460916043,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.3,5,400,19589,19589,0,0,19589,531,50,50,50,-20.040788600000077,1.8523654,-21.893154000000077,15.746988599999996,0.0,0.12,0.08460934408993759,27109.149056599636,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,20,10,0.5,5,400,19589,19589,0,0,19589,531,50,50,50,-17.414305200000143,2.0381878000000118,-19.452493000000153,15.737905199999997,0.0,0.18,0.10477771666593047,23569.414016169016,0,
iron_trader,BTC_USDT,spot,2026-08-23,2026-09-06,0.002,,,,60,10,0.15,5,400,19589,19589,0,0,19589,531,45,45,45,-19.05292100000006,0.41124840000000007,-19.46416940000006,14.151920999999998,0.0,0.08888888888888889,0.02112848442430833,25777.791105117347,0,
